id,title,description,content,sourceLink,sourcePublishedAt,author,sourceMedia,sourceReferenceImages,sourceVideos
2810,Elemental Chaos Battle on a Coastal Battlefield,"A detailed prompt for Seedance 2.0 (used via Dreamina) describing a massive coastal battle between three colossal creatures: a sky dragon, a fire colossus, and an ocean leviathan. The prompt specifies the opening frame, simultaneous attacks, elemental chaos, environmental destruction, camera sweeps, color logic, and a final catastrophic collision.","A massive coastal battlefield where ocean, land, and sky collide. Three colossal creatures engage:
— a sky dragon with metallic scales and storm wings
— a fire colossus emerging from volcanic fissures
— a giant ocean leviathan rising from the sea
Opening frame: wide shot of coastline — ocean churning, volcano erupting, storm clouds gathering overhead.
Hook at second two: all three creatures attack simultaneously.
The battlefield fractures into elemental chaos:
— the dragon generates hurricane-force winds and lightning
— the fire colossus erupts lava and shockwaves
— the leviathan summons massive tidal surges
The city between them collapses under combined forces — water floods streets, fire ignites structures, wind tears apart buildings.
Camera sweeps between the three titans, snap zooming into collisions — fire meeting water in explosive steam clouds, lightning striking molten terrain.
Color logic: deep ocean blue, molten orange-red, storm gray and electric white.
Escalation builds as all three forces collide at the same point, destabilizing the entire coastline.
Final beat: hard POV shift — camera becomes the wave-fire-storm collision itself, rushing forward as all elements merge into a single catastrophic blast.
Massive environmental destruction, multi-element physics interaction, cinematic scale, 4K ultra-detail.",https://x.com/LudovicCreator/status/2041218152617369735,2026-04-06T18:15:06.000Z,"{""name"":""LudovicCreator"",""link"":""https://x.com/LudovicCreator""}",[],[],"[{""id"":""69d5f525f632780008a0a1b5"",""url"":""https://video.twimg.com/ext_tw_video/2041218127887806464/pu/vid/avc1/1280x720/iAK3DFQB4-sw5tC-.mp4?tag=12"",""thumbnail"":""https://pbs.twimg.com/ext_tw_video_thumb/2041218127887806464/pu/img/LJpiieGfWmPGrfYR.jpg"",""caption"":null}]"
2809,Real Movie Texture to Anime Action Transition Prompt,"A prompt for Seedance 2.0 and Topview Agent, designed to create an action short film that transitions from a futuristic city with real movie texture to a high-energy, two-dimensional anime action style, focusing on precise editing capabilities.","Original Action Short Film: It opens with a futuristic city with almost real movie texture, gradually transitioning to a high-energy two-dimensional action style. Characters chase, leap and confront at high speed between neon viaducts and high-rise buildings. The lens language is stable at first and then explosive; the materials transition from real metal and wetland reflections to exaggerated energy lines and dynamic painting sense, forming a visual effect of ""integration of real movie sense and anime explosive sense"".    A strong hook in the first 2 seconds, with a stable main body, coherent actions, movie-level composition and light and shadow, real texture, epic sense, strong emotion, high-definition details, suitable for social media communication.",https://x.com/TopviewAIhq/status/2041268710913011737,2026-04-06T21:36:00.000Z,"{""name"":""TopviewAI"",""link"":""https://x.com/TopviewAIhq""}",[],[],"[{""id"":""69d4a3f92e2e040004b6e973"",""url"":""https://video.twimg.com/amplify_video/2041205892029595648/vid/avc1/1882x1080/jENCEt9Cj5OcIlXU.mp4?tag=21"",""thumbnail"":""https://pbs.twimg.com/amplify_video_thumb/2041205892029595648/img/MtYi20qMhhwAQ0xG.jpg"",""caption"":null}]"
2808,Surreal Japanese Scene with Bounty Hunters Prompt,"A detailed prompt for Seedance 2.0 generating a surreal Japanese scene with manga aesthetics, featuring a buff male pianist and two bounty hunters in a cherry blossom setting, used for a comparison test.","A surreal Japanese scene in pink and pastel tones using Manga aesthetics. Scene composition:  Bokeh background of cherry blossom trees in bloom and flowers floating away gently. Static camera with sharp focus on mid-ground where a centre-frame buff male pianist is seen from the back, dressed in a tuxedo and playing a grand piano. Frame-right is a cool looking male bounty hunter, dressed in a dark blue blazer and trousers, softly strumming a guitar. Frame-left is a female bounty hunter dressed in yellow leather outfit and red short-sleeved shirt, and she elegantly plays a violin. Foreground are bokeh roman columns on either side of the frame.",https://x.com/asheem01/status/2041123008283046113,2026-04-06T11:57:02.000Z,"{""name"":""Ash"",""link"":""https://x.com/asheem01""}",[],[],"[{""id"":""69d4a3f62e2e040004b6e971"",""url"":""https://video.twimg.com/ext_tw_video/2041122968227725312/pu/vid/avc1/864x496/clbNiHA_R1RtqrAJ.mp4?tag=19"",""thumbnail"":""https://pbs.twimg.com/ext_tw_video_thumb/2041122968227725312/pu/img/NVrJg8rykU4iT1qH.jpg"",""caption"":null},{""id"":""69d4a3f62e2e040004b6e972"",""url"":""https://video.twimg.com/ext_tw_video/2041122968680751104/pu/vid/avc1/1254x720/81r2kUJGfm_xPUS8.mp4?tag=19"",""thumbnail"":""https://pbs.twimg.com/ext_tw_video_thumb/2041122968680751104/pu/img/4b1N_ADn0QbEJ7MJ.jpg"",""caption"":null}]"
2807,Hyperreal FPV Downhill Stair Run,"A highly detailed, multi-part prompt designed for Seedance 2.0 to generate a hyperreal, high-energy, continuous-shot FPV video of a cyclist navigating a chaotic downhill stair run in a dense Brazilian hillside environment.","FORMAT: 15s / 180 BPM / ONE CONTINUOUS SHOT / 360 POV downhill stair run, viral energy, max chaos SUBJECTS: First-person cyclist, handlebars and front wheel flashing low in frame during drops and hard turns. Vendors, laundry, scooters, dogs, chickens, cars, and pedestrians erupt around the rider as sudden obstacles. ENVIRONMENT: Dense Brazilian hillside streets, painted concrete stairs, tight landings, tiled corners, hanging wires, murals, awnings, puddles, hot late afternoon light, deep alley shadows, city sprawling below. MOOD: Adrenaline, max chaos, and nonstop street speed with violent spatial intensity in every direction. COLOR LOGIC: Hyperreal Pop Look CAMERA DETAILS: 360 action-cam POV, horizon-stable but brutal, nonstop forward drive, minimal roll, heavy stair vibration, sharp side and rear parallax, full-sphere chaos, no release. TIMELINE: 0:00-0:03: POV freefalls down a steep stairwell. The front wheel punches over the first steps, bars jackhammer below frame, the whole sphere shuddering with every hit while a child lunges in from the left to yank a rolling soccer ball out of the rider's line and walls, rails, balconies, and faces whip past on both sides. Violent forward descent with brutal stair vibration. SFX: (city hum, distant funk beat, tire chatter, breath, rapid stair hits, frame rattle). Hard sun above, deep shadow pockets below. 0:03-0:05: POV slashes left across a tiny landing, skips a broken crate, and drops again as laundry cracks across the front hemisphere, shoulder missing painted concrete by inches while side-wrap onlookers recoil. Hard lateral shake, immediate snap back into the stair run. SFX: (cloth slap, skid, crowd shout, chain buzz, stair chatter). 0:05-0:08: POV hammers the next staircase as a stray dog cuts center frame and startled chickens burst upward from the side steps, wings flaring across the sphere. The rider flicks the bars, rear wheel skates loose, then needles between a fruit cart and handrail with almost no clearance while the sphere jitters from every stair impact. Fast vibrating continuous-shot chaos. SFX: (tire chirp, crate clack, wings flapping, squawks, paw skitter, stair thuds, bass from window, metal rattle). 0:08-0:10: POV blasts out of one stair run, skips across a short asphalt gap between two stair sections without slowing, slams the opposite curb, and drops straight into the next descending steps. Only once the rider is fully back on the stairs do horns burst behind while passing cars rip through the side wrap. Full-speed crossing with strong lateral parallax and zero release. SFX: (engine idle, tire buzz, chain rattle, curb thump, car horns behind). 0:10-0:13: POV keeps attacking the next stair section immediately after the asphalt gap, machine-gunning through two tight landings and another steep stepped lane, every hit punching a fresh jolt through the sphere as stacked ho",https://x.com/IqraSaifiii/status/2041160745778585662,2026-04-06T14:26:59.000Z,"{""name"":""Iqra Saifi"",""link"":""https://x.com/IqraSaifiii""}",[],[],"[{""id"":""69d4a3f42e2e040004b6e970"",""url"":""https://video.twimg.com/amplify_video/2041160591809912832/vid/avc1/1280x720/wZ-FPC0U7VtSP34O.mp4?tag=21"",""thumbnail"":""https://pbs.twimg.com/amplify_video_thumb/2041160591809912832/img/952pKQQxTj6lsnu2.jpg"",""caption"":null}]"
2779,High-speed anime duel in sky ruins,"A prompt for Seedance 2.0 to generate a high-speed anime duel scene set in ruins in the sky, featuring lightning, energy clashes, and cinematic action, resembling a final boss battle.","Duelo anime em alta velocidade em ruínas no céu, relâmpagos, choques de energia, ação cinematográfica.",https://x.com/IATiago/status/2040945930946424939,2026-04-06T00:13:23.000Z,"{""name"":""Tiago | IA"",""link"":""https://x.com/IATiago""}",[],[],"[{""id"":""69d3535aac54730004716383"",""url"":""https://video.twimg.com/ext_tw_video/2040945906531594242/pu/vid/avc1/832x480/ZBDk_xle9fVqH_un.mp4?tag=12"",""thumbnail"":""https://pbs.twimg.com/ext_tw_video_thumb/2040945906531594242/pu/img/yDbmK9p3iqL52sL7.jpg"",""caption"":null}]"
2778,Noir Fantasy Film Sequence Video Prompt for Seedance 2.0,"A detailed multi-shot prompt for Seedance 2.0 to create a noir fantasy film sequence. The prompt specifies two shots: the first involves a camera entering a house to reveal a futuristic mechanical bird and apothecary jars, and the second is a close-up of a mysterious man casting a spell, emphasizing high-contrast lighting and hyperrealistic textures.","Noir fantasy film sequence. Opening shot: The camera enters a house. On a perch sits a futuristic mechanical bird with glowing eyes and intricate metallic feathers. A shelf in a dark study is filled with antique apothecary jars and glass vials containing shimmering, bubbling potions in neon amber and violet. A smooth camera transition moves through atmospheric smoke and floating golden particles to Shot 2: A dramatic close-up of a distinguished man with a pale face and black hair covered by a hat, wearing a vintage dark high-collared coat. He is writing in a book with a white quill pen. He has a mysterious and introspective expression. He looks up, smiles, and casts a spell with his hands. High-contrast chiaroscuro lighting, deep shadows, 4K resolution, hyperrealistic textures.",https://x.com/MiguelMaestroIA/status/2040776572559294651,2026-04-05T13:00:25.000Z,"{""name"":""Miguel Ángel | Educador en IA"",""link"":""https://x.com/MiguelMaestroIA""}",[],[],"[{""id"":""69d3535aac54730004716382"",""url"":""https://video.twimg.com/ext_tw_video/2040776541362077696/pu/vid/avc1/1254x720/Y4HtpuQpNVQLEw2h.mp4?tag=12"",""thumbnail"":""https://pbs.twimg.com/ext_tw_video_thumb/2040776541362077696/pu/img/G6y2_BF87YGPDypH.jpg"",""caption"":null}]"
2777,Seedance 2.0 Prompt for Cinematic Desert Fight Scene,"A prompt used to generate a cinematic fight scene in the desert featuring a black warrior cat, emphasizing slow motion, quick cuts, cinematic lighting, and martial arts choreography.","Gato negro guerrero en un desierto azotado por una tormenta de arena, cámara lenta + cortes rápidos, iluminación cinematográfica, coreografía de artes marciales.",https://x.com/EnzoSanchezIA/status/2040903004816068698,2026-04-05T21:22:49.000Z,"{""name"":""Enzo Sanchez | IA"",""link"":""https://x.com/EnzoSanchezIA""}",[],[],"[{""id"":""69d4a44c54cc6300041da496"",""url"":""https://video.twimg.com/amplify_video/2040902896787828736/vid/avc1/1920x1080/w0biRajT9hioMaYY.mp4?tag=21"",""thumbnail"":""https://pbs.twimg.com/amplify_video_thumb/2040902896787828736/img/LAboQ5HDiQE5BvOQ.jpg"",""caption"":null}]"
2776,The Noodle Master Scene Description,"A detailed prompt for a video generation model, describing a character sprinting across a cyberpunk Japanese town while carrying ramen bowls, and specifying camera work for the initial sequence.","sprints across a dense cyberpunk Japanese town, carrying stacked ramen bowls and a delivery canister, his black and yellow outfit glowing with subtle neon reflections.

0–3s: wide establishing shot (3s), lateral tracking shot as he runs along narrow tiled rooftops, traditional",https://x.com/AICO_fly/status/2040676807549284523,2026-04-05T06:23:59.000Z,"{""name"":""AICO ~AI動画Creator~"",""link"":""https://x.com/AICO_fly""}",[],[],"[{""id"":""69d35355ac5473000471637f"",""url"":""https://video.twimg.com/amplify_video/2040676359190806528/vid/avc1/1920x1080/WLL11FCi2gvWBiE9.mp4?tag=21"",""thumbnail"":""https://pbs.twimg.com/amplify_video_thumb/2040676359190806528/img/2qhYhvf4b211CWqf.jpg"",""caption"":null}]"
2775,Complex Action Sequence Video Prompt for Seedance 2.0,"A highly detailed, multi-scene prompt for Seedance 2.0, describing a dramatic sequence involving orbiting objects, talismans, a character reveal, energy transformations, and a final cosmic explosion, designed for a dynamic video output.","Dark navy background. A few small objects drift along a wide circular orbit — the rotation center sits in the upper right of the frame, the camera watches from the outer edge. A decorated box, a striped ball, and a couple of carnival items arc past one by one, curving leftward across the view. Sparse confetti strips and gold coins float through the air.

Three cream-colored rectangular talismans appear on the same orbital path, each bearing a different painted emblem. They approach one at a time, sweeping across the camera in a wide arc.

A glowing golden-framed card carrying a character illustration enters along the orbit. It drifts to center screen and the camera pushes in. The golden frame swells beyond the screen edges and vanishes — only the character remains. Gold sparkles and cross-shaped flares surround the reveal.

Red talismans orbit the character in irregular circular paths. Flame-colored ribbons weave through the hair. A fireball ignites near the outstretched hand, swelling until it fills nearly half the screen with white-hot light. The fireball contracts back toward the hands. Energy converts — flames dissolve into crackling purple arcs. The talismans transform into large glowing red rectangles covered in flame-crest patterns, fanning out in formation.

The character spins with the talismans fanning wider. Camera drives in — golden light ignites in both eyes, a held beat of charge. Pull back to full body. White-gold explosion erupts outward. The talismans launch toward the camera — one large talisman surges forward, dark surface swirling with magenta crests, growing until it covers the entire frame. Black.

New scene. No character visible. Red glowing rectangles streak across dark space in a wide circular arc, trailing fire. They converge on a single point at center screen. On impact, red flash fills the screen — hot pink wash expands, then fades.

Red-orange glowing core at the center with spiral energy arcs rotating around it. More red rectangles converge from all sides onto the central energy sphere. Everything compresses to a single bright point — total whiteout.

Fireball detonates outward with radial god rays. It expands to half the screen, then disperses. Red rectangle debris drifts through the flames. The color shifts — red bleeds to magenta, magenta to purple. In one frame, cold blue-purple replaces everything. New scene.",https://x.com/LurkShade/status/2040764610706551087,2026-04-05T12:12:53.000Z,"{""name"":""陰に隠れし者"",""link"":""https://x.com/LurkShade""}",[],[],"[{""id"":""69d35355ac5473000471637e"",""url"":""https://video.twimg.com/amplify_video/2040764439574749184/vid/avc1/1280x720/oniF3B60vbvnFXlC.mp4?tag=21"",""thumbnail"":""https://pbs.twimg.com/amplify_video_thumb/2040764439574749184/img/aX6gCK1QkB7hB0kb.jpg"",""caption"":null}]"
2774,Cinematic Survival Thriller Setup,"A prompt setup emphasizing that no reference images are needed, focusing on generating a raw, hyper-realistic, high-tension survival thriller video based purely on text instructions.","このプロンプトは完全にテキストから動画化する前提で作られているため、参照画像は不要です。

[CINEMATIC SETUP]
    Genre &amp; Mood: 
        荒々しいサバイバルスリラー。緊張感が強く、生々しく、超リアル。
    Film Stock &amp; Lens:",https://x.com/sailorv321/status/2040774259891699968,2026-04-05T12:51:13.000Z,"{""name"":""C’est La Vie | AI Director"",""link"":""https://x.com/sailorv321""}",[],[],"[{""id"":""69d35353ac5473000471637c"",""url"":""https://video.twimg.com/amplify_video/2040771756651352064/vid/avc1/1280x720/0DSkSfJOU40nWSp7.mp4?tag=21"",""thumbnail"":""https://pbs.twimg.com/amplify_video_thumb/2040771756651352064/img/pJLDwd8s6xXgjHbl.jpg"",""caption"":null},{""id"":""69d35353ac5473000471637d"",""url"":""https://video.twimg.com/amplify_video/2040771756697464832/vid/avc1/1280x720/cBfhUYbsnuXkS_s0.mp4?tag=21"",""thumbnail"":""https://pbs.twimg.com/amplify_video_thumb/2040771756697464832/img/73GiykBO3HvVvbXB.jpg"",""caption"":null}]"
2773,Japanese High School Girl Mecha Transformation,"A structured JSON prompt for Seedance 2.0, defining a directed video task where a Japanese high school girl napping on a rooftop is interrupted by a giant monster and reluctantly transforms into a futuristic battle suit.","{
  ""model"": ""seedance-2.0"",
  ""task"": ""generation"",
  ""type"": ""directed_video"",
  ""metadata"": {
    ""scene"": ""A Japanese high school girl taking a nap on the school rooftop is interrupted by a giant monster. She reluctantly transforms into a futuristic battle suit with a single",https://x.com/eijo_AIart/status/2040819447724982294,2026-04-05T15:50:47.000Z,"{""name"":""eijo"",""link"":""https://x.com/eijo_AIart""}",[],[],"[{""id"":""69d35352ac5473000471637b"",""url"":""https://video.twimg.com/amplify_video/2040818102334898176/vid/avc1/1280x720/WiXnTIwJOypF_c7R.mp4?tag=21"",""thumbnail"":""https://pbs.twimg.com/amplify_video_thumb/2040818102334898176/img/u6tpod6Pgfl9e8XW.jpg"",""caption"":null}]"
2772,2.5D Anime Scene: Akihabara Night,"A prompt for generating a photorealistic, high-definition 2.5D anime scene set in Akihabara at night, featuring a 153cm girl and an 185cm man, with the first shot focusing on the girl's distressed bust shot.","フォトリアルで高精細な2.5Dアニメ。セリフはすべて日本語。
女性の身長は153センチで男の身長は185センチ。

shot1
夜の秋葉原の路上。少女のバストショット。少女の身長は153センチ。
少女は苦しそうに目をつむって俯く。カメラも動きにあわせてPANダウン。",https://x.com/_3912657840/status/2040811596407279795,2026-04-05T15:19:35.000Z,"{""name"":""角煮星丸"",""link"":""https://x.com/_3912657840""}",[],[],"[{""id"":""69d3534eac5473000471637a"",""url"":""https://video.twimg.com/amplify_video/2040811504262578176/vid/avc1/1920x1080/qiKdIh6hETRF9WS5.mp4?tag=21"",""thumbnail"":""https://pbs.twimg.com/amplify_video_thumb/2040811504262578176/img/EO2Ds4BOpUYcNgzf.jpg"",""caption"":null}]"
2771,Sci-fi Anime Single-Shot Action Sequence,"A detailed prompt for a 15-second continuous single-shot action sequence in a sci-fi anime aesthetic. The scene is set inside a space station with broken gravity, featuring a character floating amidst debris. The prompt specifies the color palette (cold whites, blue lighting), the lack of cuts/transitions, and the emotional pacing (0-3s tension, slow camera drift).","15-second continuous single-shot action sequence.
No cuts. No scene transitions.

Sci-fi anime action aesthetic.
Palette: cold whites, blue lighting, floating debris.

Scene:
Interior of space station with broken gravity.

0–3s — tension
Camera drifts slowly.
Character floating,",https://x.com/Artedeingenio/status/2040480346232299983,2026-04-04T17:23:19.000Z,"{""name"":""OscarAI"",""link"":""https://x.com/Artedeingenio""}",[],[],"[{""id"":""69d3534eac54730004716379"",""url"":""https://video.twimg.com/amplify_video/2040479991084072960/vid/avc1/1280x720/zAj9WoTDL2AMAj0_.mp4?tag=21"",""thumbnail"":""https://pbs.twimg.com/amplify_video_thumb/2040479991084072960/img/qrqrIAiZGvvTJAx1.jpg"",""caption"":null}]"
2770,Dialogue Scene in a Van,"A detailed prompt for a scene involving three characters inside a moving Hiace van. The prompt specifies character names, hair colors, roles, and the desired camera shot (bust shot of Reina). It instructs the model to generate facial expressions and acting that match the dialogue, using a photorealistic, high-definition 2.5D animation style.","登場人物は3人。助手席に座っている黒髪男性はクロック、運転席に座っている白髪の男性はヴァイス、後部座席の女性はレイナという名前。
セリフの内容に合わせて表情の変化や演技をさせる。フォトリアルで高精細な2.5Dアニメーション。

走行中のハイエースの車内。カメラはレイナのバストショット。",https://x.com/_3912657840/status/2040720834470482206,2026-04-05T09:18:56.000Z,"{""name"":""角煮星丸"",""link"":""https://x.com/_3912657840""}",[],[],"[{""id"":""69d3534cac54730004716378"",""url"":""https://video.twimg.com/amplify_video/2040720747598069760/vid/avc1/1920x1080/y2yer4aAurMl6W-2.mp4?tag=21"",""thumbnail"":""https://pbs.twimg.com/amplify_video_thumb/2040720747598069760/img/AEpw_owl1Kely1bf.jpg"",""caption"":null}]"
2769,Detailed Seedance 2.0 prompt for recreating a 90s Japanese dating sim game,"An extensive, multi-shot Seedance 2.0 prompt designed to recreate the aesthetic and atmosphere of a 90s Japanese dating simulation game (Tokimeki Memorial style). The prompt specifies the style (cel-shaded anime, pastel colors), the character (a 17-year-old girl in a sailor uniform), and a detailed four-shot timeline covering different scenes (school gate, classroom, rooftop, under the cherry tree) with specific camera movements and text window placements.","90年代日本の恋愛シミュレーションゲーム画面、セル画調アニメ、くっきり輪郭線、桜色と暖色パステルカラー、画面下部に半透明ADVテキストウィンドウ常設、ノスタルジックで甘酸っぱい雰囲気。

ヒロイン：17歳、腰までの栗色ストレートロングヘア、前髪ぱっつん、琥珀色の大きな瞳、白セーラー服に紺スカーフとプリーツスカート、色白、頬にうっすら紅。全カットで顔と衣装の一貫性を維持。

[0-4s] 春の朝、満開の桜並木の高校校門。柔らかい朝陽、花びらがゆっくり舞う。画面奥からヒロインが歩いてくる。画面下部にテキストウィンドウ「4月——新しい季節が始まる」。淡いゴッドレイ。Camera: slow dolly in, smooth gimbal, wide to medium.

[4-8s] 午後の教室、窓から斜めに陽光。ヒロインが窓際でゆっくり振り返り、首をかしげてはにかんだ笑顔。画面下部にダイアログボックス、名前欄「藤宮 ひなた」。柔らかいディフューズドライティング。Camera: static medium shot, eye level, fixed framing.

[8-12s] 放課後の屋上、夕焼けのオレンジ空。ヒロインがフェンス越しに夕陽を見つめ、夕風が髪を揺らす。ゆっくり振り向き頬を赤らめる。ダイアログ「……来てくれたんだ」。golden hour逆光、髪にリムライト。Camera: slow dolly in, waist to bust, low angle.

[12-15s] 校庭の大きな桜の樹の下、magic hourの金色の光。ヒロインが胸の前で手を重ねうつむき、ゆっくり顔を上げて潤んだ瞳で微笑む。画面下部にゲーム選択肢ウィンドウ2つ。桜が舞う。金色レンズフレア、淡いボケ。Camera: slow dolly in to close-up, eye level, gentle smooth.

4K, Ultra HD, no deformation, natural smooth movements, stable picture, no flickering, no ghosting, sharp details. Generate video without subtitles.",https://x.com/kinopioai_ai/status/2040814307487916415,2026-04-05T15:30:22.000Z,"{""name"":""キノピオAI🍄【海賊版】"",""link"":""https://x.com/kinopioai_ai""}",[],[],"[{""id"":""69d3534bac54730004716376"",""url"":""https://video.twimg.com/amplify_video/2040813725767413760/vid/avc1/1920x1080/PWR3OOiJW50ibioy.mp4?tag=21"",""thumbnail"":""https://pbs.twimg.com/amplify_video_thumb/2040813725767413760/img/TG2-KHPAFxadU5Hz.jpg"",""caption"":null},{""id"":""69d3534bac54730004716377"",""url"":""https://video.twimg.com/amplify_video/2040813725758930944/vid/avc1/1920x1080/Pa5kYZON_Rzd_THz.mp4?tag=21"",""thumbnail"":""https://pbs.twimg.com/amplify_video_thumb/2040813725758930944/img/3BDTbN3z3ipJL5qQ.jpg"",""caption"":null}]"
2768,Seedance 2.0 prompt for a monster choir with black-and-white to color transition,"A complex Seedance 2.0 prompt designed to test the model's ability to handle a large chorus and a dramatic color transition, similar to capabilities seen in Sora 2. The prompt specifies diverse, cute monsters in a miniature puppet style, a black-and-white aesthetic that instantly transforms into vibrant color at the choral climax, and a detailed three-shot timeline with specific camera and audio instructions.","SUBJECTS:
A large group of diverse, cute monsters. Reference Image1 for their specific design and character consistency. They are designed as exquisite physical miniature puppets (made of tactile materials like felt, clay, and resin). Initially rendered in pure black-and-white. They are extremely joyful and highly expressive, focusing entirely on singing.

ENVIRONMENT:
A magical miniature forest clearing diorama at night, acting as a grand natural stage. Initially rendered in pure black-and-white.

TIMELINE:
[00:00-00:03] Shot 1: Wide-angle, slight low angle, macro lens depth of field. Pure black-and-white aesthetic. The monster puppets from Image1 stand together in the miniature forest. They open their mouths wide, take a deep breath, and begin to sing joyfully, swaying side to side in unison. Audio: A beautiful, harmonious, uplifting classical choir intro.

[00:03-00:05] Shot 2: Hard cut to a medium close-up. The scene remains entirely in black-and-white. Focus on two or three furry monster puppets with their eyes closed in pure joy, passionately hitting the high notes. Audio: Clear, angelic multi-part vocal harmonies perfectly synced with their mouth movements.

[00:05-00:08] Shot 3: Crane shot, slowly pulling back and tilting up. The entire monster choir raises their arms towards the sky, delivering a grand and powerful finale. At the exact moment the choral climax hits, the entire black-and-white miniature world instantly transforms into a vibrant, gorgeous color film aesthetic. Rich, saturated colors and cinematic volumetric lighting explode across the diorama scene. Magical glowing particles burst brightly around them in rhythm. Audio: A grand, joyful, and deeply resonant choral climax.

CONSTRAINTS & STYLE:
Exquisite miniature puppet animation style, stop-motion aesthetic, high-quality practical effects look, tactile materials, tilt-shift macro photography. 8K ultra-clear, cinematic lighting, stable motion, flicker-free, perfect lip-sync, consistent characters matching Image1, no deformation.",https://x.com/tea_story_hoshi/status/2040730727504027907,2026-04-05T09:58:15.000Z,"{""name"":""おちゃばなし | tea_and_stories"",""link"":""https://x.com/tea_story_hoshi""}",[],[],"[{""id"":""69d35349ac54730004716375"",""url"":""https://video.twimg.com/amplify_video/2040727812567646208/vid/avc1/1280x720/c5vrp3f3taqEiwT_.mp4?tag=21"",""thumbnail"":""https://pbs.twimg.com/amplify_video_thumb/2040727812567646208/img/IAwIIjq3SQ8yblgp.jpg"",""caption"":null}]"
2767,Textbook Inspiration Video Prompt for Seedance 2,"A prompt inspired by a textbook, designed to generate a magical scene where glowing letters and 3D geometric diagrams erupt from an opened textbook, forming a holographic solar system in the classroom.","Close-up of a student opening a fresh textbook. Thousands of glowing golden letters and 3D geometric diagrams erupt from the pages, swirling around the classroom like a cyclone of knowledge. The diagrams assemble into a life-sized holographic solar system rotating in mid-air. Soft magical lighting, macro detail, cinematic bokeh.",https://x.com/TechTalkNAVI/status/2040757273417621920,2026-04-05T11:43:44.000Z,"{""name"":""テックトークナビゲーター@AIコンテンツクリエイター"",""link"":""https://x.com/TechTalkNAVI""}",[],[],"[{""id"":""69d3534653d2fa00040920dd"",""url"":""https://video.twimg.com/amplify_video/2040757213485309953/vid/avc1/1280x720/JFOtsUQhGEx-UAcM.mp4?tag=21"",""thumbnail"":""https://pbs.twimg.com/amplify_video_thumb/2040757213485309953/img/lNSls0evcdngUtL4.jpg"",""caption"":null}]"
2766,Detailed Seedance 2.0 prompt for a skeleton girl playing piano in a miniature diorama,"A highly detailed, multi-shot Seedance 2.0 prompt adapted from another creator's work, focusing on generating a whimsical, clay-animation style video. It specifies the subject (a stylish skeleton girl), the environment (a miniature diorama with glowing ghosts), the mood, and a precise three-shot timeline with specific camera movements, actions, and audio cues.","Subject:
Subject 1: A cute and stylish skeleton girl. She wears a navy sailor-style jacket, a pink pleated skirt, and a wide-brimmed hat adorned with a small skull. Her skeleton fingers are highly flexible, delicate, and expressive. For consistency in appearance and character, please refer to reference image.
Environment:
A high-quality 3D miniature diorama with a whimsical, clay-animation style. A small white grand piano sits on a stage with a stone-like texture. Surrounding her are several friendly, glowing white ghosts with simple black eyes, shaped like draped fabric. A dreamlike blue architectural space. Warm, fantastical light emanates from the ghosts and small lanterns. Toy-like texture.
Mood:
Eccentric, elegant, and cozy, yet somewhat eerie. The performance is not chaotic but deliberate, creating a magical and graceful impression.
Timeline:
[00:00-00:02] Shot 1: Wide-angle POV, slow push-in. A skeletal girl sits elegantly at the white grand piano on the stone stage. She raises her skeletal hands, slightly tucks her posture, and after snapping her head up to look straight ahead, begins to play the keys smoothly. Audio: A beautiful, elegant classical piano intro.
[00:02-00:03] Shot 2: Hard cut to a medium shot. Stable movement via gimbal. She is in complete control of the melody. Her skeletal fingers press the keys with clear, legible movements in a flowing cycle, gliding smoothly across the surface. Friendly, glowing white ghosts sway and bounce gently in time with the music’s rhythm. Audio: A fast-paced, rhythmic classical piano melody syncs perfectly with her finger movements.
[00:03-00:07] Shot 3: Close-up, tracking slightly. Focus on her face and the piano keys. She concludes her performance with a dramatic finale and removes her hands from the keys as the ghosts begin to glow more brightly in the warm lighting. She turns toward the camera and nods gently. Audio: The final, elegant piano chord resonates, followed by a soft, magical chorus.",https://x.com/tea_story_hoshi/status/2040614786933887043,2026-04-05T02:17:32.000Z,"{""name"":""おちゃばなし | tea_and_stories"",""link"":""https://x.com/tea_story_hoshi""}",[],[],"[{""id"":""69d35346ac54730004716374"",""url"":""https://video.twimg.com/amplify_video/2040613625375911936/vid/avc1/1280x720/50etvjDpfy8R8KGT.mp4?tag=21"",""thumbnail"":""https://pbs.twimg.com/amplify_video_thumb/2040613625375911936/img/YFZqLEmkYM0Zsyoz.jpg"",""caption"":null}]"
